frame,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,Xa,Ya,Xb,Yb,Xc,Yc,Xd,Yd,Xe,Ye,Xf,Yf,Xg,Yg
147,429.2619,60.357143,178.09,84.52,339.292,104.172,411.19937,135.6227,470.73895,108.58849,547.37036,108.333336,574.7323,112.97475,525.35187,152.90741,258.45505,191.07303,486.23,211.95,337.97525,205.97525,155.60638,245.32979,376.08655,281.08655,595.1047,257.50775,317.47058,296.88235,479.85043,276.79913,543.5351,337.42105,279.66278,369.44186,426.34955,363.4823,424.02942,431.35883,477.30246,450.10495,396.42392,210.84782,140.87254,158.73529,328.51724,470.10345,229.13333,212.76666,215.575,83.9875,266.2279,64.05782,43.28125,169.6875,601.7519,96.71374,573.3992,230.2311,252.08035,109.99107,206.3835,368.60678,36.68,52.86,126.0914,28.317204,311.5291,203.02428,134.9,411.1,510.63235,46.610294,96.76667,237.5,265.06842,469.44736,214.6742,172.4742,182.65475,212.60715,136.5915,209.60457,351.23184,326.60056,587.0878,323.0946,184.07576,375.9606,553.099,425.45544
148,428.94446,62.666668,178.53876,85.58527,339.84235,104.36487,412.7073,133.2317,470.80435,109.247826,549.7018,109.8421,577.24115,113.3353,523.0294,153.77942,257.34705,194.7,487.00833,213.9,340.80612,206.32654,155.64943,244.15517,375.71295,280.05554,593.9436,258.84586,316,300,479.7232,276.61606,542.98694,337.82175,281.7857,370.14285,425.67593,364.37036,427.62766,431.4149,473.26746,448.94186,396.1,211.9909,138.40323,158.7258,324.5,469.37097,232.1506,211.31927,216.71538,83.80769,266.15805,65.796776,43.574074,171.5,600.7558,94.89535,573.7222,229.30556,253.83333,108.447365,202.75926,364.0926,37.666668,53.555557,127.19643,27.428572,308.35147,203.60892,140.16667,407.16666,509.7381,47.765305,96.9,237.7,262.1,469.15454,217.31987,174.27019,184.47778,211,136.26389,209.52083,350.4253,329.65518,588.0989,322.2853,182.41196,375.93396,552.84033,423.47382
149,425.75555,61.833332,180.82,88.21,339.55927,104.1,412.93478,131.41847,471.05463,109.2563,551.0496,108.30153,576.30554,114.32407,523.0065,156.25325,260.44446,195,484.20886,214.98102,337.55618,207.48877,154.02,243.72667,374.772,279.556,591.752,260.13416,313.71875,293.60156,479.308,276.924,544.7545,336.35455,280.70203,371.08585,425.68262,365.22174,426.83334,430.30392,476.2353,450.29413,396.03705,211.14815,139.1,161.26,324.34375,469.1875,235.86232,212.74638,212.50833,82.675,266.84302,65.14535,41,169.9,599.4853,95.61029,573.51416,230.01773,249.91861,106.406975,203.03334,367.1,41.40278,51.59722,124.108696,28.644928,307.68478,206.86957,136,409,507.34076,49.480892,96.86842,234.55263,267.9557,470.94302,217.94579,171.43976,188.27083,209.30556,136.84193,209.6871,350.9853,331.65195,588.9138,320.41034,180.90288,376.55756,554.70294,422.17822
150,423.1744,61.244186,179.56541,87.985985,339.9322,103.97458,412.1216,131.74864,470.85184,109.64815,551.4519,107.98077,576.597,114.216415,523.2312,149.67204,261.95834,195.1875,485.79825,212.9035,334.89474,203.94737,156.29208,240.66832,371.81668,282.05,592.20795,260.01328,315.78705,293.3426,477.66815,278.3053,547.99054,335.40567,283.0521,368.3646,424.03677,365.14706,426.36206,432.31033,472.95834,451.45834,396.16666,208.2561,138.72223,161.87038,325.8409,469.72726,234.37805,210.30487,211.35849,83.603775,266.55194,65.72078,42.2,165.6,598.9318,97.757576,573.16394,231.67213,251.19148,106.67021,204.28432,370.20587,39.166668,51.166668,127.26596,25.861702,305.3684,207.61403,141.65663,411.63254,507.75,49.554688,98.5,239.02632,267.05707,470.67352,220.04218,170.66264,188.55737,210.84427,137.54575,209.61111,351.19006,334.86258,589.52356,321.84705,181.63333,376.88788,554.402,419.4951
151,421.40323,61.01613,180.6282,86.871796,340.38135,103.94915,413.58875,133.3935,470.1299,108.69685,550.5775,106.36822,577.80835,114.89167,525.1719,148.4375,261.5,191.65909,486.2027,212.08559,334.63794,207.43103,153.30646,238.5,374.42136,281.46628,593.587,260.9087,315.82257,290.7016,474.6915,279.03192,547.4203,337.25363,283.43182,367.1591,423.31967,364.62296,428.06668,430.26666,473.45123,449.7439,393.81668,209.20833,141.35869,156.41304,323.9074,467.68518,231.4375,213.21875,207.2459,80.04918,270.05194,66.44156,43.033333,163.3,598.57745,97.35915,572.8134,232.46269,252.14546,104.56364,207.93103,366.73276,37.53125,52.0625,127.484375,27.359375,306.7376,209.5099,141.37038,410.57407,507.7381,49.960316,94.98148,240.2037,266.06097,471.4805,220.81285,170.7514,185.61539,211.91026,136.91072,209.08333,352.28262,335.375,591.1303,321.96667,179.5196,379.049,557.449,417.41327
152,420.78888,58.9,179.0983,84.32906,339.91733,104.22441,412.9486,132.40654,471.25424,110.01695,550.8871,108.241936,575.9508,114.91803,522.8222,145.34445,258.95557,190.68889,486.69092,212.38182,338.8735,208.11446,154.74138,240.60345,374.74176,284.55493,593.9815,260.23148,314.79324,289.92105,477.69232,276.625,548.236,337.82,284.5645,368.00537,422.95206,365.274,428.07895,431.92105,477.17142,450.35715,393.33606,208.59016,142.46297,152.24074,324.01852,467.3889,232.5,217.13333,205.76956,80.41304,271.14926,68.82089,41.97619,161.59525,600.36365,96.09091,571.8203,230.61719,249.7766,105.05319,209.91936,366.2957,36.77027,51.7973,125.63513,29.725225,306.68558,209.98454,138.325,410.9,507.98148,49.49259,91.19768,238.73256,263.48215,468.82144,221.05615,171.00267,187.5,209.88889,137.92068,208.38965,351.84177,332.46835,593.96326,324.13843,177.6192,379.99005,557.8421,417.56842
153,419.7857,56.24286,181.60345,85.94827,340.7931,104.92242,408.71323,134.71324,470.82672,109.86633,550.6923,106.49231,578.0082,115.16393,522.45,145.16667,258.67856,192.41667,487.72763,209.62195,337.125,209.67188,160.44118,242.8294,376.36206,286.95978,592.11017,260.61017,313.99625,290.9737,478.2597,277.94962,546.50867,338.59564,287.05554,366.21716,423.996,363.14,428.18182,433.5,477.3857,449.3857,395.3053,208.75664,142.60448,158.12686,324.79166,468.79166,232.79411,214.32353,206.7193,80.37719,269.66922,69,44.65,166.5,599.6984,98.28571,570.5775,232.39148,251.85715,102.29592,208.91739,367.1174,39.828125,53.59375,125.36793,31.584906,303.8111,210.36667,141.71213,409.63635,508.5661,47.954544,96.888885,241.94444,265.72336,468.35788,220.46407,169.5539,187.66667,209.62746,135.53822,209.37898,350.82385,333.05115,593.26135,323.33524,175.74828,381.8724,559.8947,419.81052
154,422.26624,54.16234,178.89166,83.125,338.64774,105.943184,412.09445,134.41667,467.85715,109.16071,549.98334,106.025,578.7049,115.41803,522.8271,143.89252,259.0521,190.76042,490.33722,207.05814,334.43332,209.7,159.39,240.69,374.9466,287.82037,593.1094,263.1875,317.59525,289.52856,478.1579,276.1316,548.2087,340.7756,288.94714,366.8008,423.5,365.07245,427.97827,431.08694,474.38,446.72,396.1,211.71906,142.1842,161.57895,326.10715,467.9643,241.39091,215.33636,208.33018,81.92453,268.9516,67.758064,43.535088,169.32455,599.3,97.555176,569.96716,231.98904,252.30646,101.508064,210.70833,369.54166,38.760868,52.347828,126.081635,30.357143,309.2264,210.3868,143.24667,407.38,509.4604,50.935642,95.84615,244.15384,264.8466,468.60794,221.22974,170.44595,184.87607,211.75641,135.77777,208.5679,349.82022,332.65732,592.0852,324.35794,174.30952,381.35034,559.05853,419.18616
155,420.22,54.9,179.82625,81.585106,335.42593,103.703705,412.9,136.1387,468.32608,109.108696,549.628,106.796,579.01666,116.191666,520.275,143.1,262.98648,191.06757,485.3624,207.47247,340.22726,208.98051,162.35,242.025,375.56946,287.7639,592.979,264.2983,317.20456,291.1591,476.80475,276.70953,547.204,341.012,290.34128,367.46033,422.1129,363.8871,424.04166,431.33334,477.38406,450.67392,393.69418,212.07281,144.47223,158.66667,326,470.22223,240.3961,215.48701,208.57692,84.28846,268.35074,64.94776,42.319443,168.38889,599.76666,96.84,569.39404,232.00331,250.83333,101.57071,210.09793,366.87112,41.83871,51.725807,130.275,31.7,307.1129,212.08064,142.42857,404.0119,508.5,52.410713,94.53226,244.8871,261.96155,468.55127,220.26923,168.95055,182.57936,211.75397,136.23572,209.56429,349.39444,330.49445,593.5123,325.3889,173.23718,383.21796,558.8351,417.76178
156,417.86365,57,178.25,81.17647,339.25,104.34615,411.54285,132.80714,471.5792,109.66832,550.4781,107.87956,578.6314,114.20803,524.71796,142.83333,258.84,190.41,481.87778,208.03334,344.34616,208.57692,158.92372,242.92372,375.85397,288.4115,593.72833,265.05118,317.84567,290.32715,476.30673,277.4832,547.4478,341.25653,289.25256,367.45877,421.4931,363.65863,420.6837,432.70407,474.0625,450.15625,395.5435,211.21014,141.4077,160.56154,329.15433,468.75925,237.98387,212.14516,207.67392,83.665215,267.06097,64.77642,39.5,168.69048,600.57434,96.14865,570.0906,231.57874,250.7381,103.080956,213.22728,367.08334,41.485714,50.614285,127.06842,32.510525,306.64816,210.87038,142.56451,407.7903,507.92062,54.20635,95.435486,239.95161,262.64948,469.19073,221.86111,170.98334,185.19403,212.08955,135.79251,208.62245,349.8158,330.693,595.49426,326.79715,174.47546,382.95398,560.2,416.795
157,417.8125,53.75,178.19354,81.30645,340.1087,105.358696,414.63068,134.24432,470.74347,109.73478,552.79456,107.36822,582.12317,114.804344,522.9375,144.09375,260.47058,188.47058,486.22278,208.42079,342.13333,208.33333,155.62222,239.23334,375.53885,288.8301,593.95734,263.53876,317.125,293.625,477.02136,278.41452,547.3125,340.60156,286.16666,366.7735,420.54828,364.2862,420.67023,429.4149,473.64633,447.5,394.44644,210.33035,141.2619,161.65874,327.42538,468.41046,243.73189,214.54347,207.5261,83.96087,268.02173,64.69131,42.76389,161.81944,601.0137,95.4315,570.3731,232.26866,250.26471,103.06863,216.025,364.925,41.568966,51.522987,130.22,31.87,307.19696,213.25757,142.34848,403.04544,507.1391,55.417294,94.90625,242.34375,261.14,470.09332,223.33426,170.55525,185.22917,211.25694,133.91176,208.22942,349.54144,330.5311,596.1087,327.71738,176.58667,382.66666,556.8054,417.5542
158,416.3,54.9,178.11261,79.98649,335.88596,105.58772,415.3161,133.33333,471.26523,109.46522,553.16394,107.13934,579.6803,112.54918,526.89624,142.93396,257.28888,190.16667,486.2264,208.78302,344.73077,207.88461,155.3,235.43333,376.4091,292.36365,593.10767,265.0077,318.44595,288.28378,477.21796,277.2094,546.31146,340.4754,285.2935,366,420.094,364.35715,422.68668,430.91333,473.31818,448.0909,394.41464,208.15854,137.21428,161.85715,328.20587,469,239.8793,216.1207,208.57408,83.333336,266.93884,66.52878,46.340908,161.31818,600.7937,92.40909,569.85254,232.79497,248.5,103.1,211.6625,367.6375,42.865852,51.69512,131.71277,29.053192,307.08243,212.08241,139.97368,406.10526,508.04465,53.3125,95.23529,241.82353,260.6226,470.7774,224.23033,169.5,183.33,208.46,132.75829,211.40729,350.10513,329.41794,597.7732,329.7835,175.6656,382.20062,556.1905,415.75238
159,417.14865,57.39189,178.72728,79.24545,339.72046,103.48425,413.45425,131.5196,471.10785,109.93137,553.10504,105.55882,578.73846,113.261536,530.05554,146.2111,256.79788,190.76596,483.66327,210.60204,343.69232,207.57692,155.85898,239.10257,372.04544,289.5,591.6429,266.1508,316.6301,289.48373,479.7,275.80908,548.1174,343.7,284.10464,363.93024,423.04544,364.95456,424.33545,432.5,472.1154,448.19232,391.45456,206.59091,141.02307,161.74615,331.35715,468.60715,240.40909,215.95454,206.63043,79.59565,267.49225,65.46124,45.325,163.225,602.59753,92.56504,567.5,231.42592,252.11765,100.166664,215.5,365.94827,40.568966,52.293102,131.71153,29.98077,306.89285,210.29762,137.95454,402.77274,506.25385,55.76923,93.95946,239.12163,261.2564,471.05127,224.01111,170.26666,185.52222,208.15926,133.70143,212.46404,349.2801,327.5314,599.9458,329.9217,177.17836,381.92105,558.0333,416.12857
160,416.58334,54.5,177.48387,76.185486,339.67926,104.35849,413.96667,132.14166,471.19092,109.37273,551.9697,104.97727,578.8525,113.28689,532.11664,143.83333,254.17567,189.98648,489.59244,213.11345,341.08,206.34,157.77397,240.22603,374.45496,288.35587,592.6374,267.3015,317.2866,289.81097,478.46667,277.95834,547.2545,346.12726,284.6413,364.21738,421.16922,366.16922,427.325,432.675,475.12744,450.61765,394.90195,208.2549,142.69643,164.07143,332.03333,465.4,238.32857,218.7,208.46184,77.759544,268.64816,65.51852,46.75926,161.16667,605.0338,90.52027,566.82837,230.93283,252.85898,98.14103,212.14835,362.41208,39.22549,52.088234,131.5,31.12245,305.5926,208.91667,143.32716,405.72223,507.1033,54.72314,94.71739,240.71739,261.29544,474.40152,223.1878,168.42195,185.81613,204.61613,132.2381,209.2619,352.33157,326.92105,599.20715,329.68784,175.38321,384.09854,559,417.79907
161,416.72223,56.38889,178.31148,79.41803,338.40323,104.7043,412.47986,132.45973,470.92017,109.34874,551.10333,105.640495,578.9219,111.09375,529.19446,145.71297,253.69513,189.93903,489.14212,212.41579,339.0814,202.63954,160.19354,242.16129,376.0625,289.725,594.9132,267.16943,317.97058,285.57843,479.14865,278.57208,547.50964,346.35577,285.0357,360.8095,421.5283,363.78302,427.17392,429.15216,473.25,449.85715,393.5,210.5673,141.62308,163.91539,333.3,467.9,245.06,217.56,208.83333,77.21667,268.236,65.196,45.053192,164.56383,607.84753,89.45744,567.7302,228.84532,252.55882,100.79412,211.78572,365.2922,42.074467,51.01064,130.35365,32.939026,305.78183,208.71819,139.84375,406.28125,503.493,53.702797,94.1383,239.75533,260.48563,472.96042,225.79744,166.7,189.28572,201.5,134.30838,208.1048,350.99698,325.34244,597.7783,328.77835,175.65625,386.54376,558.72705,419.29227
162,422.58,57.1,179.16101,78.432205,340.95834,108.125,411.3477,131.851,470.62396,108.67355,551.80707,108.34252,578.71704,111.15116,527.93475,146.63043,258.9898,189.42857,489.0462,211.4832,337.84286,204.1,162.55556,240.97223,375.79898,286.23196,593.8287,269.24127,317.23016,282.83334,479.50812,280.0122,545.95,349.55832,287.0238,356.23016,421.46582,363.5684,427.08182,430.3,474.4535,449.5465,393.9536,209.43814,144.67857,165.32143,332.4565,468.4565,238.94135,224.77933,207.23874,75.95045,269.0164,63.02459,45.18421,166.89473,608.73663,91.42367,568.8643,230.02713,252.57216,101.85052,214.8158,363.76315,38.705128,52.525642,131.66667,31.678572,305.37036,208.05556,145,406.06818,504.09634,53.30734,94.117645,241.5,259.91733,472.4449,225.16183,166.48068,181.85461,202.51419,132.46532,209.06647,352.72397,324.58853,599.06635,328.17346,172.96153,385.10257,559.4061,419.1385
163,427.4524,53.404762,178.64598,81.66058,339.8846,103.57692,414.40817,132.60715,473.46204,109.196205,551.1288,104.007576,577.9918,109.62295,524.92224,147.61111,261.22223,193.66667,488.46155,213.34616,336.26624,206.74675,159.625,240.46666,373.9,283.8143,594.3374,270.05286,317.78,286.7,478.73578,280.5813,546.3475,349.72882,284.08823,355.5,421.01694,366.07626,427.52704,429.6081,477.34338,449.56024,394.52805,209.64954,146.68182,163.72728,327.85,469.31668,235.572,226.684,207.04622,77.03782,268.43912,63.195652,46.97059,165.20589,608.7,93.74,569.55756,227.01799,254.30374,102.45327,212.58974,363.94873,38.3,51.7,129.90218,32.173912,305.67743,205.64516,146.37234,405.82977,505.49207,55,91.13077,238.8077,259.88666,474.40668,226.29787,168.53192,182.56667,203.79091,134.023,210.64368,351.4774,325.90677,597.675,327.665,179.02597,389.14935,556.5243,416.21844
164,427.25,53.6875,177.35345,82.17242,340.15323,104.42742,410.5974,134.46753,474.27942,107.60294,550.119,102.56349,578.7969,105.640625,528.5928,149.44846,263.06818,190.75,491.68033,214.94263,337.5,206.55405,157.84616,240.42308,380.4694,286.59183,595.6094,269.85156,323.69318,286.3409,478.85788,281.31052,544.9259,350.25925,285.37756,353.05103,419.34616,366.03845,427.97058,433.08823,480.9054,450.06757,398.03705,210.11111,143.40666,164.74,324.6154,468.30768,234.03847,230.28847,207.57619,79.14762,268.125,64.125,45.28125,160.875,607.39746,97.03846,567.65216,226.7971,253.96552,103.38793,212.44048,362.40475,39.727272,51.863636,130.34259,29.694445,303.5476,206.71906,147,410,504.85715,56.107143,89.37805,240.39024,259.46124,472.7093,227.27895,171.15263,182.86667,202.8,136.26163,209.75,350.0731,328.54678,595.30115,329.67545,179.44318,388.95456,556.5714,415.78094
165,422.68182,50.409092,175.85385,81.14616,343.88,104.36,410.31482,133.0291,470.81732,109.57692,548.7252,101.5,579.7411,103.86607,526.3333,150.22223,263.76086,189.84782,489.90625,214.89583,336.7353,205.48529,157.36667,239.73334,378.77658,286.37234,596.2132,269.70154,323.48334,285.26666,476.7596,282.80768,544.711,349.94955,283.80136,358.15753,418.99057,364.03775,428.72223,429.8889,481.3,449.32,397.78262,207.71739,139.33636,163.51819,325.67075,469.9634,231.86264,229.98352,205.72131,76.409836,266.40656,62.528038,43.411766,159.27942,607.161,98.77966,567.1214,225.01428,253.39583,102.541664,213.81764,362.24118,41.993828,52.339508,128.75,33.204544,302.20297,206.98515,148.16667,406.77274,503.77344,54.679688,85.76316,240.52632,261.7604,473.6979,228.41061,171.36034,182.41975,200.51234,139.01219,209.90854,351.37646,327.35294,595.8757,327.35715,180.92949,391.92307,557.6521,414.35715
166,416.30768,50.384617,173.85922,80.02427,345.2551,103.94898,409.382,134.22672,471.4326,109.9382,548.6835,104.09633,582.323,102.62389,531.3515,151.96535,262.62244,189.94897,485.76086,215.84782,338.7,204.66667,159.6282,243.33333,382.72354,283.07648,595.94165,271.45,322.44116,289.93137,478.35226,286.11365,546.3817,348.9516,284.88635,361.0909,416.28946,361.71054,427.82257,430.9516,482.02942,446.67648,396.57272,208.24545,140.42453,164.65094,324.63635,471.9091,228.64815,228.16667,205.15823,76.00633,266.6574,62.851852,40.03125,159.375,605.8233,99.8609,567.2308,224.46153,252.45744,104.085106,214.6954,363.81033,38.739132,52.130436,130.0625,32.354168,302.04736,204.76315,144.44203,407.67392,504.83334,54.60569,86.30488,238.64635,264.0269,474.0269,228.89548,170.5678,181.80405,201.25676,142.12941,209.05882,352.0786,326.12265,594.9385,329.81552,182.83951,391.65433,557.3785,414.986
167,414.8846,48.615383,172.74107,78.50893,339.93362,104.367256,409.81766,134.87646,470.60168,108.98305,549.27985,105.04128,581.9898,103.62245,532.2213,155.58197,262.3889,190.62962,489.875,212.32692,336.86365,203.95454,159.55714,243.54286,382.71783,282.14355,597.9727,270.15454,322.81482,290.0926,481.0566,285.76416,545.68866,347.5,285.92105,360.44736,419.90405,363.33838,428.25,430.84375,479.91666,444.33334,391.96155,209.07143,141.61765,163.27647,328.65384,469.37692,235.77928,226.15765,207.82744,79.942474,267.57843,60.990196,46.27941,159.26471,606.4535,101.95737,567.7632,224.5,253.19298,102.85965,215.38373,360.89536,41.407894,50.38158,127.62727,33.99091,298.20587,202.97058,144.03731,405.24628,505.14,54.268,90.66418,240.66418,260.08823,475.29413,227.44624,169.19354,178.80081,202.19106,142.51875,208.46875,350.90607,328.9485,595.6641,330.8231,184.18182,391.51947,557.46313,414.62442
168,415.35,51.15,170.444,78.332,340.10785,104.47059,411.0696,136.34177,474.1377,110.210144,545.75,106.066666,578.8333,100.48374,532.8976,157.19879,259.33078,188.45384,489.93478,211.85869,339.875,202.78125,163.80612,243.43878,383.11627,285.13953,594.40625,268.39062,318.7414,289.18967,481.46295,286.27777,542.86957,345.52173,284.08066,359.8871,420.67593,361.96295,427.98,432.5,475.6,446.64,392.45605,207.25824,144.75,163.33333,328.65494,468.37323,239.34398,223.98936,206.75455,81.80909,266.91177,64.17647,48.53125,161.8125,607.2177,99.951614,568.3231,225.40475,254.2745,102.833336,211.7381,361.64285,38.42683,51.40244,129.06522,36.5,299.8875,205.5625,140.38235,406.67648,503.42062,53.42857,90.37209,239.90698,263.0974,474.44806,227.4558,166.04144,180.96794,204.5,143.21765,208.58235,350.67648,325.87057,597.80884,327.19608,185.85669,387.60828,558.257,416.6916
169,422.5,53.5,169.90541,76.23874,340.36725,102.942474,409.13513,137.48648,475.5263,109.92105,544.5342,105.448715,578.5901,98.86937,529.98834,157.52325,257.73077,184.73077,488.65317,211.6892,334.75372,203.2612,160.63432,241.23134,379.98718,284.29486,593.22565,268.15488,325.35898,290.53845,482.43103,288.00574,540.7593,347.75925,286.28946,361,419.86365,360.97726,423.72534,432.88028,472.86,449.26,391.56482,204.47223,147.28261,163.28261,331.26086,469.73914,233.44872,226.34616,208.72522,81.86036,266.37756,65.17347,42.185184,160.48148,609.00684,100.29452,566.46826,226.05556,254.37737,102.63207,214.54651,360.44186,38.25,51.477272,130.97917,34.958332,295.72827,205.69565,138.31818,405.4091,503.40152,53.704544,87.64286,237.84694,261.07144,476.5476,227.03552,162.59836,180.6827,204.16347,140.79651,207.73837,349.32782,326.30133,596.47327,322.9278,187.42262,388.0893,559.558,416.47586
170,421.88235,50,170.75641,74.67949,340.16327,104.45918,409.2701,137.55746,470.79807,110.07692,542.4466,102.87405,578.2477,98.87383,533.12823,157.24359,259.11224,189.39796,486.82584,211.1854,332.2143,204.67857,159.98572,243.61429,379.1207,286.5345,592.8271,267.25702,324.4091,294.04544,482.60785,288.7353,544.36365,347.56363,285.85938,359.59375,416.41306,359.47827,423.2143,432.2013,473.64816,448.7963,394.53192,202.48936,142.15218,164.18115,331.57144,468.07144,235.89473,225.42105,207.92372,84.27966,267.61267,66.72535,41.7,159.1,608.3214,101.38571,565.91046,226.47762,254.72772,102.5198,216.6579,363.2763,38.24286,52.214287,127.76923,33.884617,292.2551,205.43878,138,407.5,503.90497,54.070248,85.94444,237.83333,260.23914,476.02173,229.8224,165.92622,180.436,202.612,141.16026,206.52563,348.48126,327.375,596.61176,322.04117,185.59027,390.3889,558.8942,416.65866
171,419.80768,53.26923,170.64851,73.76733,338.9,105.25,409.19934,137.96405,471.27686,108.81405,543.39514,103.29032,576.1638,100.14655,533.7545,157.9,262.51852,189.27777,490.77908,210.31395,329.94,201.46,159.84921,242.27777,382.63043,291.58694,593.89844,266.3047,325.68668,289.26,482.91415,290.5303,543.11536,348.2596,285.0263,353.55264,417.7451,357.70587,426.8409,432.47726,474.1905,449.7857,397.4818,205.75455,141.5548,162.22603,331.15854,468.2561,233.57143,228.5,207.97058,86.960785,264.97748,69.41892,44.843285,161.20149,608.3029,102.93796,563.8246,229.5965,250.5,102.73684,213.70833,361.5,38.07895,49.5,134.21875,35.9375,291.27777,208.69444,137.82,405.78,504.9516,55.024193,87.9359,239.91026,259.7857,476.5,229.3866,164.65979,180.77132,201.87209,141.0061,208.65244,349.2482,326.6079,597.9259,321.06946,184.82639,388.02777,559.8739,419.05405
172,413.80768,48.846153,172.64954,74.30374,338.56946,106.208336,409.47873,137.62057,467.65384,108.86923,542.4464,101.63393,576.32355,100.82773,530.3523,160.23863,262,190.41176,486.57693,208.21428,332.30356,203.01785,160.65958,238.86171,387.7973,287.1937,594.44916,266.01694,328.12744,286.79413,482.82712,288.24765,542.4813,347.52805,286.25,356.80768,418.0484,358.2957,428.66666,430.91666,477.36566,450.66418,393.0102,205.95918,142.69444,164.30556,327.9355,469.91934,234.7619,224.28572,206.29662,86.67796,264.5674,70.66854,42.52778,160.66667,608.7662,102.62949,564.2559,228.65749,252.65942,100.514496,215.55882,359.02942,38.766666,52.433334,136.21428,35.05357,296.91934,211.97311,139.1579,409.10526,505.8566,56.786823,93.451805,239.96988,258.97058,477.32352,226.46808,166.34575,181.12122,202.61363,141.15663,211.30121,348.8609,325.87595,600.405,317.275,185.41824,384.46225,557.82196,419.4122
173,413.25,45.875,175.53922,75.63725,339.6376,105.06881,408.0147,139.73529,470.92593,109.64815,542.2944,102.154205,575.78925,102.0124,533.42,159.26,260.8617,192.58511,485.8956,208.64285,328.66666,198.83333,156.37234,239.26596,387.36365,284.3818,593.3073,263.91284,326.92,285.73,483.90817,290.8163,542.7252,346.66217,286.0306,353.09183,419.96017,355.33185,428.28125,430.8125,477.29453,450.5137,392.3532,207.64679,142,166.95454,324.30768,469.53845,234.84042,227.32979,206.24783,86.30869,265.77194,68.91228,41.55263,156.71053,608.5227,102.72727,561.906,225.21428,251.72368,99.36842,213.08621,362.77585,41.75424,52.618645,135.90625,37.25,293.3085,210.56383,145.1923,407.33078,506.9754,57.811474,90.433334,237.73334,259.85715,477.64285,226.78415,166.89891,183.56294,203.32518,139.78488,212.55232,346.0118,322.5,599.0475,317.3416,182.74692,384.09875,558.6683,419.58173
174,415.15216,43.065216,172.0242,74.71774,340.1,104.163635,408.2866,138.90854,470.84235,109.07658,541.3246,100.90351,573.88135,102.432205,533.7826,164.47826,263.26923,193.88461,482.0098,207.61765,334.02307,197.8077,155.05556,235.19444,387.96466,281.4091,592.4375,262.1875,323.26923,284.69232,484.99548,290.65317,540.25,349.16666,282.05713,351.8,418.68332,356.275,427.0532,430.62766,480.45456,451.31818,390.78125,205.67188,142.89583,165.3125,328.88983,469.51694,232.41463,228.43903,206.35454,84.96364,267.9634,68.166664,41.7,159.16667,608.98505,100.597015,561.83563,225.31506,248.25229,100.06881,216.30556,364.33334,41.88,51.15,138.84616,37.115383,295.87894,212.23685,145.62308,402.62308,506.18643,56.75424,97.48734,239.66455,260.04544,475.63635,224.13213,166.38083,180.6453,205.91881,139.05487,212.64635,346.40244,321.61584,598.7041,314.92346,180.33582,385.61942,556.33905,419.11462
175,413.96155,40.5,171.16965,74.48214,339.5,105.10241,406.65332,140.95334,468.041,109.27049,544.89,101.27,572.7409,103.5292,535.3723,164.62766,258.9375,194.025,486.4189,207.31982,335.73334,197.96666,158.79347,234.05435,388.4208,279.74753,593.79456,263.5465,322.5,286,484.68558,291.1701,544.6607,347.95535,285.5625,354.53125,419.69418,353.4903,424.52817,431.78168,482.68182,450.4091,392.80356,205.1875,144.03847,167.42308,332.3611,466.83334,231.96068,228.57866,207.62843,81.64679,266.75,67.431816,43.03846,155.65384,608.5,100.89041,562.3906,225.67188,248.09633,98.995415,217.28378,365.06757,37.804348,50.630436,141.27359,33.122643,294.36047,211.34883,144,406.27142,505.77344,57.054688,101.41304,240.54347,259.5,475.1316,224.67554,163.53723,184.28462,205.9077,135.67178,210.94171,346.80936,322.56476,597.43054,313.87036,178.79488,384.6346,557.4535,418.18372
176,413.75925,43.907406,171.63043,73.839134,339.29208,104.14356,406.65604,141.63475,470.7157,110.13725,545.1518,101.50893,571.7901,104.21756,534.5571,164,258.34128,196.21428,486.09616,205.24039,336.47562,195.98781,159.5,234.51086,389.55,279.76,594.4829,264.18375,329.09793,284.6134,481.52856,291.04285,544.1983,345.2586,284.31082,352.66217,423.81818,353.31818,427.75,431.25,478.03522,450.64084,394.31818,207.59091,140.95454,165.33636,331.8421,469.23685,231.69608,227.53922,208.20589,82.29412,267.316,68.252,41.05,160.95,609.4127,101.51588,564.3605,225.15892,247.48334,97.89167,222.72388,363.42538,43.27941,52.60294,138.41919,31.560606,295.41953,208.58046,141.25862,405.15518,505.06924,57.253845,102.388885,238.16667,258.56668,474.96667,223.01852,164.85979,182.30159,207.64285,135.34024,210.28699,347.49475,323.31152,599.569,311.43103,177.6043,385.8865,559.6843,417.58295
