frame,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,Xa,Ya,Xb,Yb,Xc,Yc,Xd,Yd,Xe,Ye,Xf,Yf,Xg,Yg
88,414.0926,56.26852,185.82674,84.96535,337.54706,104.747055,404.22827,127.152176,474.9375,108.75,538.918,123.934425,572.4505,116.014854,512.7373,178.51695,260.73477,187.79565,490.75143,220.1,331.37778,194.57777,163.47873,235.11702,373.88962,277.11038,591.98334,254.34166,331.8038,271.8038,469.90186,275.26636,546.04254,348.1383,267.63513,343.66217,427.26923,375.06732,418.7381,430.2143,473.40475,448.3095,382.1036,220.13963,142.46875,164.89062,325.26923,472.03845,219.41489,226.98936,213.07446,97.15958,267.02942,52.931374,57.65,159.65,607.873,71.79365,584.06714,222,248.9796,103.591835,203.48077,371.69232,38.233334,53.233334,112.086205,38.63793,319.99506,206.09406,145.98387,419.75806,491.21756,55.919846,92.557144,227.54286,250.48979,468.7245,211.19276,168.56627,176.5592,210.6842,143.21857,233.01497,349.86,312.13428,585.01666,336.33334,174.66148,377.03415,551.4436,417.42307
89,415.07037,56.537037,186.98259,84.05721,338.17044,104.943184,403.7619,127.36905,471.7843,111.17647,540.3347,123.18595,568.84375,115.96875,515.67145,176.47144,260.39395,187.68939,491.32526,215.77185,330.72,195.66,158.6028,234.257,374.91818,278.0091,591.33606,252.30328,334.7963,271.62964,466.99124,276.9737,543.2759,348.8362,268.3654,343.01923,426.8153,376.03152,420.6842,432.78946,477.64493,449.93478,382.91,220.41,141.03847,161.73077,325.62,468.92,218.7,221.9,210.61905,96.72619,265.7,52.14,52.628204,163.03847,607.69354,69.78226,584.3571,223.0639,249.02678,105.33929,199.65584,372.5779,41.985294,51.235294,113.318184,38.295456,317.8721,206.3372,145.03847,420.06412,491.45035,57.18085,95.791664,229.95833,253.35075,469.41046,211.34659,168.5,177.40579,209.65942,143.02795,231.99068,350.0936,313.64972,586.6147,334.6422,172.47562,380.06097,551.0812,420.41098
90,413.6811,56.972443,187.21597,83.71893,338.47937,104.603096,405.52438,128.85365,471.71667,108.708336,540.5702,123.09649,573.543,116.46774,509.9944,175.66853,261.3062,188.3372,492.10825,217.53093,334.35416,195.33333,159.0625,235.3125,377.68182,276.71213,590.38617,251.37805,330.5811,271.28378,471.58066,274.0887,542.2586,347.81897,265.637,344.93835,429.3598,375.36917,420.33722,431.9186,481.28125,447.65625,383.32455,219.45615,146.27647,164.44118,323.8913,469.84784,225.15573,221.09016,210.10257,95.24359,264.33,54.45,48.847828,162.15218,609.14,69.516,583.612,222.356,247.63889,106.22222,201.96512,370.84885,41.57143,54.357143,112.13636,37.736362,319.08096,204.1762,146.65152,420.33334,492.39343,58.254097,96.82258,229.30646,252.88373,470.36047,208.08441,169.07793,178.6892,212.85811,143.01593,231.3535,346.58377,312.43716,585.5571,332.39047,173.09302,378.5465,550.8619,419.3381
91,412.82352,58.019608,182.22815,83.47087,335.98148,105.14815,409.28845,126.03846,471.541,109.86885,539.85486,121.5,575.14636,114.70731,509.47675,176.18605,261.55127,188.32051,491.28772,219.42737,334.55826,194.40291,155.36046,235.47675,372.774,278.58218,589.7627,252.59322,330.50925,272.55554,469.81958,275.1701,541.05554,347.25925,262.14285,345.10715,429.16666,375.46155,420.6905,430.7381,480.70514,449.5,382.5893,219.73215,145.40244,163.85365,328.72223,469.18054,228.86111,220.91667,211.47826,96.891304,264.57956,53.113636,54.574627,165.99254,608.7825,68.17939,582.26044,224.01042,246.46428,107.03571,201.57143,367.92856,44.909092,53.045456,113.075,34.275,320.92856,202.3,150.9762,420.2143,492.33334,59.539684,92.57792,227.98051,249.67741,470.67743,208.69376,169.775,178.70134,215.0839,142.93976,232.46988,341.60403,314.1474,585.36475,332.63525,172.03012,381.12048,549.7,417.91
92,416.1929,58.074802,180.29575,82.05745,340.10715,104.97321,408.48306,126.330505,472.35834,109.075,539.5,120.784615,577.13715,113.56195,510.0435,176.32608,259.8871,188.75,491.66266,218.71085,337.39832,194.32204,157.64772,237.06818,371.53226,279.30646,591.9868,252.55263,330.047,271.70514,471.53418,277.1154,538.64435,346.75772,266.67105,346.0921,430.28,373.99,419.2143,429.4524,480.3095,452.2143,382.5531,216.76549,145.16667,163.83333,331.85,470.35,227.98572,219.3,209.28378,97.39189,265.63187,54.93956,57.666668,166.47223,608.3014,67.328766,581.8279,222.5246,249.49,106.83,197.22464,366.32608,41.924656,59.60274,111.95,33.95,318.93,205.92,149.13637,419.4394,493.33334,58.484848,94.690475,231.0238,249.44444,468.08334,209.14084,169.69719,180.19698,216.31818,142.42073,233.06097,341.9643,308.85715,584.39703,332.2108,172.21242,380.97058,550.57,416.695
93,415.97058,57.978992,184.83548,80.99677,339.87375,104.318184,404.95834,126.5625,472.06152,109.5,540.47394,118.1,579.24194,114.53226,506.7857,175.96428,260.59344,189.69626,491.94446,216.08333,335.8158,195.37369,156.52913,238.03398,369.41428,276.35715,587.6622,252.06757,330.15518,272.33908,470.97827,277.4565,537.5202,347.70203,263.5,349.3,433.5645,372.1129,419.13635,430.72726,481.71054,450.23685,383.31982,214.21172,142.25,163.86111,332.57407,467.16666,225.6228,222.69298,205.57408,97.22222,266.60294,57.794117,54.3125,163.4,609.1901,66.20422,581.00415,222.78099,250.64458,108.74097,199.74445,366.03333,43.558254,55.305824,107.5,33.427536,320.60294,206.92647,146.05385,417.42307,494.8492,56.349205,91.28,230.26,248.7619,472,211.34325,170.07297,181.77132,212.91861,143.55229,234.90523,341.27896,307.89474,584.4147,332.391,171.08989,383.74158,549.03094,416.6031
94,416.15323,57.322582,177.92953,82.30537,340.27585,103.77586,406.5122,122.414635,471.34616,109.47115,541.3421,118.947365,576.0926,118.37037,506.37097,175.30646,262,191.86667,491.7787,218.2295,337.98386,195.02689,155.70409,238.96939,370.5,277.32858,586.2789,249.3077,330.7065,274.59784,472.09634,275.4358,538.71277,348.35107,266.75806,347.5645,430.0392,369.951,420.40244,431.64633,481.40625,448.625,383.2,214.43637,141.83333,161.01852,332.92307,467.76923,222.21739,218.54347,207.45653,99.195656,266.73254,58.38372,50.12,162.1,609.1103,65.75,580.47394,222.76086,252.46907,109.396904,195.85556,363.34445,46.469696,53.31818,104.35542,31.837349,319.10742,209.11482,149.41803,417.12296,495.17163,55.61194,89.07377,231.86066,249.21053,470.1842,212.14204,171.48863,184.14331,213.60828,143.89081,236.96552,340.70602,306.5201,584.125,330.34583,169.81183,383.82257,548.7929,413.85858
95,416.90497,56.045456,174.92201,82.123856,339.81067,102.64563,410.83334,123.2619,470.94446,109.43939,541.5413,119.84711,575.9483,118.465515,509.96393,181.19072,261.774,191.21233,493.22806,217.63158,338.89624,194.76414,156.34337,239.72891,375.5119,279.09525,589.79266,250.18292,329.89807,274.03397,473.12625,275.5505,540.8939,346.05554,266.19232,348.78204,430.20407,366.56122,420.58572,433.52856,481.65384,445.42307,382.50833,213.06667,145.99382,163.15433,329.98837,471.31396,224.41667,222.08333,207.5,97.13636,263.84286,59.3,51.598362,164.95901,609.71014,66.73189,580.4658,220.26923,252.13809,108.48095,195.64635,365.45123,44.98148,53.166668,103.05173,32.08621,319.25,209.64131,147.1,419.1889,498.5,55.344826,87.275,228.425,250.5,466.1,211.85632,172.98851,186.29286,215.45714,144.67545,236.3421,343.13873,308.03928,583.08826,331.70322,168.347,385.58743,547.86536,415.9375
96,416.24796,56.215446,177.36208,82.73448,336.03333,102.28333,409.5392,128.44118,470.77618,110.47143,540.3772,121.666664,572.1579,120.01316,513.1923,182.42308,259.60226,190.85228,493.48132,216.29439,340.1271,191.72034,152.63333,238.73334,373.46667,279.1,590.2963,249.0463,330.34546,276.73636,473.4897,277.86084,541.0405,347.16666,266.1279,348.73254,429.9,364.52222,420.33334,432.23334,481.81033,447.4655,382.4322,210.11864,144.1628,161.87209,324.88095,470.83334,221.0641,215.73077,204.48361,95.18852,264.32608,61.86522,51.796295,163.27777,608.73883,66.41791,580.556,218.06,251.63208,111.78302,198.09723,364.02777,42.236263,51.082417,102.74,32.5,317.12265,210.06604,148.9,421.6,494.82352,58.786766,87.38461,228.42308,254.07777,472.03333,209.70833,170.875,185.23529,215.48529,143.40805,235.58621,345.3756,308.1567,583.41876,329.94162,167.875,384.11905,547.02075,417.41705
97,416.03152,55.004505,175.39691,80.36598,339.94186,104.058136,406.65,128.1,471.17618,110.36667,539.5804,120.76786,571.952,119.828766,511.47296,179.54054,262.0263,189.69298,492.3125,216.79688,335.31482,193.7037,156.98914,239.29347,379.06976,277.36047,589.0846,249.46924,329.32858,277.4619,476.375,278.51785,543.3947,345.0965,265.69565,346.0435,429.02747,361.4011,419.3889,432.05554,477.54877,448.58536,382.2094,209.38889,140.60869,162.73914,324,471,224.1875,213.4375,202.13333,94,265.17532,61.92857,54.261906,166.5,609.0541,64.067566,580.052,217.58,252.5,111.92574,197.34906,364.8585,45.705883,53.14706,104.5625,29.9375,318.1381,207.88095,150.5303,419.25757,495.372,59.212,88.557144,232.64285,257.1,470.04544,212.96552,172.68965,185.02899,213.81885,142.83919,234.30702,348.41345,308.7404,583.6265,330.33734,166.5054,385.28378,547.93317,418.14517
98,415.4375,56.09375,171.87314,80.977615,335.74243,106.01515,406.13635,130.5,470.72116,109.93269,540.27875,119.5177,572.8077,118.17033,512.5741,179.01852,263.1491,190.6228,490.64075,217.58148,335.65,194.06,155.2,243.4,379.5309,276.88144,590.43494,248.97968,328.23334,278.44446,471.7477,275.711,539.59784,347.05435,264.81818,348.88635,427.0476,359.9762,423.19696,432.15152,480.25,450.22916,383.0739,208.7087,140.0238,161.9762,328.55264,469.3772,226.28181,213.3,206.34058,96.87681,266.04022,61.017242,53,164.70833,609.1434,66.75175,581.0887,217.70967,252.41837,112.20408,195.83333,362.5,41.583332,53.069443,106.75,28.666666,318.10464,210.24419,145.35,418.1,494.27875,60.243362,92.8871,233.46774,258.69232,470.30768,210.4023,169.7069,187.3091,213.9909,143.11446,234.34337,345.9246,308.19275,584.4573,328.22223,166.64679,386.59174,548.3964,418.05856
99,413.92105,57.68421,178.83333,81.28142,334.92105,103.23684,406.79413,130.5,470.99,109.81,541.2723,119.80693,574.8012,120.62048,511.6081,179.23874,262.37805,188.40244,491.684,216.628,335.2966,192.05084,153.05173,240.18965,383.72223,275.9889,594.4762,250.53175,325.02274,280.72726,472.62622,278.46115,540.56085,346.21304,266.01724,345.7069,425.74445,362.73334,423.4452,431.11642,481.2143,447.64285,383.9386,207.92105,143.96153,164.38461,329.11667,470.36667,224.85556,212.84445,204.88571,96.85714,270.4192,61.409092,49.88,165.92,608.00385,68.84351,581.8252,218.37805,252.11386,110.80693,199.95161,364.24194,45.24,53.06,108.30556,33.666668,319.16116,208.81406,146.07143,414.92856,495.5821,63.186565,87.902985,234.39552,259.75,475.32144,212.01955,169.27654,183.1693,215.41339,144.71666,233.65555,345.09564,310.92624,584.6923,329.00482,168.0792,388.0973,546.67,415.995
100,416.2404,58.182693,177.1993,82.954544,339.49152,103.245766,406.81033,130.94827,470.78705,108.84259,542.06366,120.65455,579.4897,118.46907,509.2907,176.82558,259.3163,190.90816,494.19943,219.48843,334.04117,191.32353,154.28847,242.84616,381.525,276.725,592.7422,248.78125,327.27228,278.5,472.76852,275.94446,540.6565,347.26523,264.86365,344.79544,429.47058,361.44116,423.52438,429.7439,481.26666,450.43332,384.68253,207.7381,140.20589,164.20589,326.66666,469.40475,227.2111,210.12222,205.94,95.14,274.34906,62.95283,53.891304,167.19565,607.35614,70.09712,581.624,216.94186,254.07944,109.0514,199.9,362.5,46.211113,52.1,112.97561,31.280487,319.5531,207.05753,148.97887,417.90845,494.6842,62.710526,85.625,238.0625,259.27274,472.8409,214.753,168.39157,182.84883,213.81395,145.42029,231.12318,347.14398,310.23822,585.64636,329.27072,168.56316,386.65262,546.9493,414.67874
101,415.9031,58.05039,181.02315,82.34722,338.94116,104.303925,407.9516,132.37097,471.36917,109.88318,541.7222,119.46581,580.41455,117.166664,507.46,181.06,259.35184,190.71297,492.0122,214.95529,335.30508,192.33899,155.05844,242.21428,381.65585,276.4091,591.03125,248.9375,325.19073,279.25256,472.52753,278.05963,540.29486,344.94873,266.32977,347.35107,426.599,359.75742,424.12857,432.14285,481.96155,449.46155,385.42035,209.34071,143.88028,167.9507,328.4697,469.5,223.31818,211.45454,205.89536,93.03488,275.15384,62.115383,55.309525,166.0238,604.9786,70.35,583.2642,216.45935,253.13367,109.876236,195.88298,361.81915,45.954544,52.71212,116.204544,33.113636,320.6111,209.18687,152.83333,417.33334,500.35,62.341667,85.05556,232.46297,260.67743,472.4355,217.40375,167.46257,185.53847,215.43077,145.8135,233.98108,346.08563,310.56628,585.06,329.955,166.98901,384.76923,545.66174,417.4657
102,418.1699,57.995144,179.97247,81.13761,340.12616,103.08878,407.2097,130.75807,470.14444,110.41111,542.1036,119.15766,578,120.166664,507.8125,173.625,259.7381,192.77618,492.2586,211.59483,335.89496,191.41597,152.12,241.22,378.65625,273.40625,588.63336,247.84166,323.77777,279.25555,472.8509,278.73685,540.96936,346.0306,264.54166,347.22223,426.69803,359.23267,423.62048,431.09036,477.10526,446.8816,387.93637,211.62727,140.82812,167.92188,331.36667,470.46667,223.98387,210.69354,206.07143,92.95238,270.9737,62.01579,54.112904,165.56451,605.04346,69.333336,582.6295,214.36331,251.64423,110.56731,189.83333,362.1,45.342106,52.13158,115.13793,32.344826,318.85345,209.44827,147.82835,418.5597,500.57407,62.633335,83.541664,234.58333,257.01923,470.53845,218.16667,168.70238,187.20435,216.82173,146.15536,235.81639,346.31906,309.9619,584.59,329.25,168.53932,384.53372,546.4029,417.09708
103,417.97705,56.09633,184.34146,82.89634,340.8684,103.692986,402.4561,136.89024,471.07446,110.74468,542.9308,118.83077,576.66345,120.39423,508.5625,172.3125,255.80612,192.58163,493.22726,211.5505,335.12375,191.76733,156.08333,240.70238,383.2528,270.10675,587.25,247.06482,325.15048,279.97574,473.88834,280.38348,540.8555,344.37778,265.3846,347.2436,427.53885,359.5097,427.6154,430.5,473.33783,447.68918,384.51666,210.36667,144.64285,166.57143,332.07895,471.1316,223.6282,212.52563,201.79,90.41,269.41428,61.728573,54.666668,168.41667,604.92755,69.99275,584.16174,212.67647,254.04167,110.229164,191.2738,361.58334,45.537037,53.685184,114.85443,31.563292,316.37057,208.38235,151.76666,416.96667,502.6938,61.337208,82.01428,234.24286,254.34906,470.51886,218.1573,170.42697,187.27869,219.08197,146.22571,235.28285,346.09787,310.6217,585.54297,329.04688,168.85912,381.42816,544.5237,416.66113
104,415.32715,57.41358,180.63963,82.46397,343.8913,100.63043,401.9326,137.13483,471.84885,110.906975,542.9108,114.39922,579.77454,119.06863,511.9,172.81429,259.8964,191.01352,493.1771,214.26042,334.11224,191.66327,156.70312,239.73438,385.91666,269.02777,589.875,249.0625,325.2586,279.36206,473.22034,278.35593,542.0862,343.48276,266.63095,349,430.48935,358.9149,426.98386,427.01614,474.14102,447.06412,387.47058,211.48529,145.58824,167.88235,332.5,468,224.64815,210.7963,203.76315,92.5,274.51852,60.75,57.5,165.22223,605.93164,69.78777,586.3991,212.05963,254.56195,111.78319,194.57692,360.53845,46.364864,53.175674,116.3481,29.08228,315.17328,208.65842,147.45312,417.9375,501.48386,62.08871,78.96667,237.23334,252.84883,473.40698,218.52975,167.33333,185.91739,220.82173,145.64839,235.46129,348.73865,309.55682,583.8202,329.6921,168.59883,382.49417,545.6634,417.67328
105,416.75,57.689655,182.37628,84.72681,339.82632,102.552635,403.9205,137.16667,471.06757,109.85135,543.6626,114.37805,575.4146,121.439026,511.53333,177.26666,259.75,194.425,492.9375,210.74107,330.3889,189.5,158.15591,242.06989,381,272.89743,586.804,246.78,322.24228,279.0464,474.62036,280.14816,537.551,345.73468,263.56668,349.8,432.80188,360.63208,423.6266,430.24683,473.67075,450.2073,385.51334,214.1,146.11905,167.92857,328.51538,469.1,224.575,212,205.02632,85.5,274.6134,60.706184,54.227272,166.16667,605.7427,70.161766,588.05475,211.21533,252.24783,110.795654,193.96666,359.5,42.73077,53.73077,113.91892,28.324324,314.75473,207.37737,144.21428,417.9694,502.8509,62.061405,79.54762,235.92857,252.86586,472.9634,215.60852,166.72481,188.08475,218.84746,145.67683,234.2683,347.91818,309.70908,584.0095,331.5,168.7459,383.27048,545.5419,417.61163
106,416.87735,58.433964,174.74529,83.86793,337.86667,104.53333,403.84885,139.40117,473.58954,110.022385,546.2632,116,571.6429,119.28571,514.125,175.875,262.20493,191.89345,493.81,210.38,332.4818,190.22728,156.97873,245.19148,378.23685,273.10526,586.80255,247.11345,322.2934,281.55786,475.27048,278.33606,538.5388,344.84952,266.78867,348.00516,432.9762,358.90475,423.5729,430.1979,473.98648,450.2027,386.2767,210.88835,146.42592,167.12962,324.77274,468.28787,226.82143,211.45238,203.69048,91.166664,276.2093,60.488373,51.365673,164.36568,606,70.492065,588.5645,210.8871,252.69492,111.254234,193.83333,359.4091,45.72222,52.72222,112.083336,29.770834,315.77884,207.45192,143.15854,417.32925,504.18854,62.901638,81.5,236.71053,258.89624,472.34906,214.9918,166.40984,188.81683,221.64851,148.14328,233.23685,349.92426,311.1788,586.18616,327.4947,167.84839,384.25485,545.82355,419.5098
107,420.48038,58.39216,174.84454,82.155464,338.05295,104.86471,404.00354,140.97517,475.16666,109.333336,544.8771,113.7377,573.20966,119.46774,512.3511,175.47873,260,193.81372,493.52084,209.47917,333,185.95238,157.31818,247.78572,380.45,272.7,587.5,249.07259,323.91238,282.42783,474.92426,277.71213,538.59735,344.84512,267.9902,351.30392,430,356,419.14,431.5,473.8256,450.05814,387.25925,211.23148,147.35715,167.64285,328.10605,468.77274,226.85051,209.63402,204.66667,90.066666,274.88776,60.857143,53.46154,164.84616,607.0352,70.246475,588.4023,210.95865,249.65384,112.26923,189.76923,358.42307,44.576923,55.73077,111.4,27.65,316.83334,205.63333,140.79411,418.14706,501.19672,59.97541,81.41428,239.44286,255.70755,472.48114,217.77397,167.137,190.59091,222.22728,149.14583,229.5,349.64044,312.76965,586.2656,325.95312,169.19643,385.0119,545.50476,422.00952
108,420.85513,60.257008,174.73894,79.42036,335.98276,101.86207,406.0389,139.80539,470.90594,110.54951,546.96344,114.05285,577.62,118.93,511.1757,176.86487,259.68332,193.83333,492.43,207.63,331.5,183.4697,156.3125,248.45312,384.17188,273.59375,586.5074,249.52222,323.73584,282.6415,475.9,275.93478,538.53125,343.71875,262.42554,348.97873,428.80475,363.99524,419.15518,430.7069,473.67242,448.56897,386.9659,211.22728,145.6579,166.6579,323.84616,468.23077,229.77957,209.36021,205.47223,87.52778,274,58.33019,52.31818,162.66667,609.06,68.39333,586.1565,212.21756,254.32945,113.523254,185.85294,358.7353,41.227272,51.24026,115.17857,31.357143,316.43332,206.26666,145.3,416.91537,500.06152,59.646152,84.551285,237.14102,260.13934,470.2787,219.01613,166.45483,191.09091,221.99432,148.68579,227.94809,349.7857,310.88623,586.4243,326.68378,170.93124,385.08124,542.1177,423.80588
109,423.25674,63.31081,172.92857,78.48214,337.87616,103.20642,405.9764,137.13208,467.30768,110.84615,546.0217,110.63913,582.8911,111.02889,511.35,174.45,259.6228,194.07018,490.39474,207.64737,329.55884,188.67647,157.63252,247.5,384.12888,271.86084,587.0417,251.40834,324.23468,281.7449,474.18375,277.63675,537.54675,342.50934,262.77835,350.81958,427.76437,366.1092,423.58435,430.59637,473.5,448.72223,385.4785,212.7043,147.6,164.9,324.8,469.5,233.23586,211.06604,206.85898,91.14103,274.1055,59.325687,55.07143,163.52856,608.3138,67.59655,587.0203,212.29675,255.95871,115.68349,191.02702,361.22974,44.847828,51.891304,114.5,27.142857,312.08163,202.79591,142.31482,415.9074,499.26984,57.333332,86.42857,237.78572,256.20212,471.5851,217.00833,165.08333,187.64569,222.00331,146.95615,227.12573,348.3172,312.8871,582.7016,325.41934,171.31761,384.16037,541.11536,426.2967
110,425.2742,59.98387,172.17741,77.747314,337.5,104.4863,406.38437,139.19388,471.39423,110.92308,545.33203,112.16412,583.0455,109.04978,508.47403,170.68182,256.06,192.88,490.0122,207,332.59525,191.83333,154.5,246.52083,381.42682,270.9878,585.9453,251.95312,323.0909,278.81818,474.86447,278.51868,537.2759,344.39655,263.78378,352.35135,429.65518,367.2931,420.34445,432.3889,473.7564,450.34616,385.85483,212.97311,147.30952,167.21428,324.92426,469.13635,229.4079,211.32895,204.5,92.16234,275.4836,59.663933,53.108696,164.95653,608.7409,68.08394,586.26416,215.94339,253.63333,115.84286,194.11111,360.66666,46.583332,50,110.35,31.35,308.55405,202.36487,140.42857,412.85715,499.68585,58.411503,88.741936,241.2742,256.82257,471.64517,215.4,164.47858,185.63008,222.87398,146.51666,225.52777,348.4573,316.2195,587.0492,324.57254,173.5241,382.2771,541.026,426.63293
111,424.51923,61.365383,171.49167,75.066666,338.8,106.6875,407.43677,139.1954,470.4902,110.98039,546,112.275,582.2832,108.659294,510.14285,174.07143,259.66037,193.01888,489.17816,206.60345,337.43683,191.92105,156.6125,246.3125,380.56897,276.0862,585.39514,251.18549,323.27884,279.44232,475.66217,279.43695,533.08826,343.17648,266.26135,349.81818,428.33673,366.2551,419.84784,432.67392,473.90475,448.2381,387.63846,213.96153,141.60667,166.82,324.55713,468.67142,227.96153,210.57692,205.10274,91.85616,272.22382,59.614285,54.141304,161.34782,608.6793,65.61724,586.7086,216.19064,252.37129,118.044556,189.86923,364.08463,42.897728,52.204544,114.844826,33.316093,306.22,202.78,145.05405,416.45947,503.28787,60.757576,89.916664,238.5,254.98837,472.84885,213.96317,166.88948,186.97742,222.87419,145.28787,226.97879,347.82297,316.5621,586.21826,325.163,170.63158,380.25,540.0181,425.06995
112,423.19904,59.538834,168.17647,74.617645,342.83334,106.5,408.86526,136.3503,468.39655,110.82758,544.84784,111.35217,582.4263,108.831795,510.18518,168.72223,261.95334,193.39333,490.0111,205.97778,339.03333,190.1,154.27777,245.56667,384.14835,278.2033,586.7241,251.58621,318.76,280.88,472,279.66666,534.29486,342.5,266.6579,354.55264,426.7237,367.2237,419.38,430.9,472.7353,448.55884,385.28094,215.42381,138.98572,168.15715,324,469.42307,231.33333,211.42157,206.2377,95.28689,275.5889,61.322224,53.809525,159.9881,608.14886,68.03435,585.4627,217.97762,253.17369,117.48947,186.7,362,43.25269,51.33871,114.53896,33.954544,307.52942,205.91176,144.2111,417.3111,499.9113,63.60484,86.95652,236.43478,254.52777,473.05554,215.03847,165.58974,187.88333,222.87222,146.34024,227.75444,348.57602,313.83917,587.28455,326.9254,169.27272,375.5779,541.82776,425.09445
113,424.01065,59.393616,167.7,74.4,337.98215,103.64286,410.9817,136.22775,467.23468,111.68367,545.4194,110.04032,582,108.799065,513.3387,163.91936,262.2237,192.55263,491.46225,206.3868,331.57144,189.67857,155,242.33333,384.1346,279.40384,587.9786,254.94286,321.98935,284.11703,476.20755,276.23584,538.67474,342.9369,273.76315,350.00876,424.8,366.86,420.26666,432.76666,477.41565,450.1265,386.28946,215.12105,138.07143,165.35715,325.94446,469.96667,232.02689,209.54301,206.69643,92.76786,277.18628,58.57843,50.87143,158.67143,608.63983,70.80769,586.49335,218.16667,252.33018,112.93396,185.63333,363.96667,46.39189,51.60811,112.744446,32.677776,313.91238,206.42784,142.85135,415.02704,499.7623,64.72131,81.73189,239.61594,259.49194,471.19354,214.91667,166.45,186.85928,224.01497,145.16667,224.97954,351.8509,316.27194,586.77515,324.18784,170.7,375.26773,539.18506,426.25137
114,427.2528,60.185394,171.77026,74.78829,338.5182,103.51818,411.58334,138.1218,471.0614,109.32456,545.09845,106.31102,581.04504,106.90991,511.55634,165.4155,259.2034,192.05933,492.6146,206.57292,331.40475,191.44048,156.04546,244.31818,381.86365,282.46103,588.65,256.21667,318.34906,284.10376,475.70203,275.66162,538.0481,341.15384,273.94116,349.45587,426.4661,367.6356,420.61365,431.0909,479.84784,453.06522,387.20093,211.63084,139.44444,163.27777,324.8,470.65,230.38889,208.85043,204.32143,87.88095,271.80087,59.89823,50.52128,158.86171,607.16394,68.33607,583.90424,219.20921,255.67442,113.906975,187.59091,365.25757,46.739132,51.695652,115.33951,32.401234,314.84784,210.5,142.88095,415.9643,498.1154,63.161537,78.57692,236.23077,259.72116,472.67307,215.98701,170.30519,187.76207,226.53448,143,225.08696,348.3385,317.14597,586.4796,323.40308,169.86487,373.77704,539.8118,427.2043
115,427.03732,59.858208,171.3087,74.804344,335.84482,102,412.1154,137.60257,468.24417,110.15116,544.89825,106.25221,581.1484,105.216896,515.5455,164.13637,259.68448,193.20874,492.42,207.52,332.85135,193.82433,153.8793,247.64943,382.13266,280.2755,589.594,255.99573,322.4307,279.3614,476.4608,275.33334,535.7143,342.4375,268.3901,352.54395,422.89603,363.5891,418.55,431.2,481.77777,452,385.0849,211.68867,141.01282,164.91026,328.13528,468.47647,230.20833,205.45833,207.19118,90.14706,273.01648,60.07143,57.7,155.67143,606.521,68.93356,582.3662,218.77464,255.86066,110.008194,187.72728,363.95456,47.07143,55.285713,114.71429,30.535715,313.2232,207.22322,139.76923,416.69232,499.59402,62.705128,83.5,243.05072,257.4125,474.075,217.05705,171.86241,189.34138,224.75517,143.90398,223.06953,348.231,318.9737,585.5459,323.7857,169.13976,376.2143,540.9387,428.73227
116,426.3,63.433334,169.44286,74.05238,335.76086,102.76087,412.44376,136.93124,470.66,110.41,547.2541,107.303276,581.1488,103.63659,517.3387,159.8871,259.98114,193.53773,492.3969,206.25258,332.22726,195.4697,157.01515,248.22728,385.74243,275.98486,589.98505,258,326.07446,278.71277,477.0614,273.0877,538.85895,342.14102,271.81033,354.18967,426.5,367.76315,419.2931,432.4655,480.65384,447.70514,385.98648,213.28378,140.6875,165.9375,324.4355,468.37097,231.6842,209.6842,205.76666,89.886665,274.50943,60.556602,57.77778,160,605.1692,70.96616,581.94025,219.94025,252.8,109.655556,187.77272,359.72726,42.42857,50.357143,115.92105,29.131578,311.99207,204.68254,145.71428,422.7738,500.11905,60.97619,85.35185,238.75926,261.2193,471.1842,219.756,170.332,188.58653,225.08653,142.73021,225.78777,349.1606,318.91818,586.90204,325.11307,167.55194,376.7922,540.9722,428.2
117,429.25,54.708332,170.08824,76.71568,338.44058,103.68812,411.54938,134.31482,467.25,110.979164,549.22174,104.891304,584.6818,101.38485,516.0122,160.47562,260.4468,193.95744,495.55173,206.77586,329.96155,195.57692,153.2,246.57777,384.80304,273.89395,591.21796,260.1581,322.7375,277.5,478.4508,270.20493,539.92224,341.5889,271.65094,354.95282,421.40384,365.96155,420.03845,429.85898,477.1625,448.8375,390.16666,211.6,140.375,165.66667,324.5,469.32925,230.35841,213.08408,205.16667,93.3,276.77884,64.29808,53.233334,162.41667,604.9621,69.796555,581.76666,217.61852,254.61711,109.52702,189.59091,355.5,46.8,51.05,117.253624,27.876812,311.75833,207.275,145.10606,420.4596,502.61023,59.94882,85.40909,240.33636,260.48602,470.64685,219.09421,173.05797,190.82451,222.10927,141.16667,223.82727,349.6143,322.02573,588.4122,323.92926,166.9387,377.42258,542.233,428.82462
